President	Start Date	End Date	% Approval	% Disapproval	% No opinion/data
Barack Obama	12/5/2012	12/7/2012	50	43	7
Barack Obama	12/6/2012	12/8/2012	50	44	6
Barack Obama	12/7/2012	12/9/2012	51	43	6
Barack Obama	12/8/2012	12/10/2012	53	40	7
Barack Obama	12/9/2012	12/11/2012	54	38	8
Barack Obama	12/10/2012	12/12/2012	54	38	8
Barack Obama	12/11/2012	12/13/2012	51	42	7
Barack Obama	12/12/2012	12/14/2012	50	43	7
Barack Obama	12/13/2012	12/15/2012	50	43	7
Barack Obama	12/14/2012	12/16/2012	50	42	8
Barack Obama	12/15/2012	12/17/2012	52	40	8
Barack Obama	12/16/2012	12/18/2012	54	38	8
Barack Obama	12/17/2012	12/19/2012	56	37	7
Barack Obama	12/18/2012	12/21/2012	58	36	6
Barack Obama	12/19/2012	12/22/2012	57	37	6
Barack Obama	12/21/2012	12/23/2012	57	37	6
Barack Obama	12/22/2012	12/26/2012	56	39	5
Barack Obama	12/23/2012	12/27/2012	53	41	6
Barack Obama	12/26/2012	12/28/2012	54	40	6
Barack Obama	12/27/2012	12/29/2012	53	42	5
Barack Obama	12/28/2012	12/30/2012	53	41	6
Barack Obama	12/29/2012	1/3/2013	50	43	7
Barack Obama	12/30/2012	1/4/2013	52	42	6
Barack Obama	1/3/2013	1/5/2013	52	41	7
Barack Obama	1/4/2013	1/6/2013	54	39	7
Barack Obama	1/5/2013	1/7/2013	54	39	7
Barack Obama	1/6/2013	1/8/2013	56	39	5
Barack Obama	1/7/2013	1/9/2013	56	40	4
Barack Obama	1/8/2013	1/10/2013	54	41	5
Barack Obama	1/9/2013	1/11/2013	53	42	5
Barack Obama	1/10/2013	1/12/2013	51	42	7
Barack Obama	1/11/2013	1/13/2013	52	41	7
Barack Obama	1/12/2013	1/14/2013	52	40	8
Barack Obama	1/13/2013	1/15/2013	53	41	6
Barack Obama	1/14/2013	1/16/2013	50	43	7
Barack Obama	1/15/2013	1/17/2013	49	44	7
Barack Obama	1/16/2013	1/18/2013	48	45	7
Barack Obama	1/17/2013	1/19/2013	51	43	6
Barack Obama	1/18/2013	1/20/2013	50	43	7
Barack Obama	1/19/2013	1/21/2013	51	43	6
Barack Obama	1/20/2013	1/22/2013	53	42	5
Barack Obama	1/21/2013	1/23/2013	52	43	5
Barack Obama	1/22/2013	1/24/2013	52	42	6
Barack Obama	1/23/2013	1/25/2013	51	42	7
Barack Obama	1/24/2013	1/26/2013	52	41	7
Barack Obama	1/25/2013	1/27/2013	52	43	5
Barack Obama	1/26/2013	1/28/2013	52	43	5
Barack Obama	1/27/2013	1/29/2013	51	43	6
Barack Obama	1/28/2013	1/30/2013	53	41	6
Barack Obama	1/29/2013	1/31/2013	53	42	5
Barack Obama	1/30/2013	2/1/2013	54	42	4
Barack Obama	1/31/2013	2/2/2013	52	43	5
Barack Obama	2/1/2013	2/4/2013	52	42	6
Barack Obama	2/2/2013	2/5/2013	52	41	7
Barack Obama	2/4/2013	2/6/2013	52	41	7
Barack Obama	2/5/2013	2/7/2013	52	43	5
Barack Obama	2/6/2013	2/8/2013	52	43	5
Barack Obama	2/7/2013	2/9/2013	52	43	5
Barack Obama	2/8/2013	2/10/2013	52	43	5
Barack Obama	2/9/2013	2/11/2013	52	42	6
Barack Obama	2/10/2013	2/12/2013	52	42	6
Barack Obama	2/11/2013	2/13/2013	51	42	7
Barack Obama	2/12/2013	2/14/2013	50	44	6
Barack Obama	2/13/2013	2/15/2013	50	44	6
Barack Obama	2/14/2013	2/16/2013	50	44	6
Barack Obama	2/15/2013	2/17/2013	52	42	6
Barack Obama	2/16/2013	2/18/2013	51	43	6
Barack Obama	2/17/2013	2/19/2013	51	42	7
Barack Obama	2/18/2013	2/20/2013	50	42	8
Barack Obama	2/19/2013	2/22/2013	52	42	6
Barack Obama	2/20/2013	2/23/2013	50	44	6
Barack Obama	2/21/2013	2/24/2013	51	42	7
Barack Obama	2/23/2013	2/25/2013	51	42	7
Barack Obama	2/24/2013	2/26/2013	53	40	7
Barack Obama	2/25/2013	2/27/2013	51	43	6
Barack Obama	2/26/2013	2/28/2013	51	43	6
Barack Obama	2/27/2013	3/1/2013	47	45	8
Barack Obama	2/28/2013	3/2/2013	46	46	8
Barack Obama	3/1/2013	3/3/2013	46	46	8
Barack Obama	3/2/2013	3/4/2013	49	44	7
Barack Obama	3/3/2013	3/5/2013	48	44	8
Barack Obama	3/4/2013	3/6/2013	47	46	7
Barack Obama	3/5/2013	3/7/2013	49	44	7
Barack Obama	3/6/2013	3/8/2013	49	44	7
Barack Obama	3/7/2013	3/9/2013	50	43	7
Barack Obama	3/8/2013	3/10/2013	49	44	7
Barack Obama	3/9/2013	3/11/2013	49	44	7
Barack Obama	3/10/2013	3/12/2013	49	45	6
Barack Obama	3/11/2013	3/13/2013	48	46	6
Barack Obama	3/12/2013	3/14/2013	48	46	6
Barack Obama	3/13/2013	3/15/2013	47	46	7
Barack Obama	3/14/2013	3/16/2013	47	46	7
Barack Obama	3/15/2013	3/17/2013	49	45	6
Barack Obama	3/16/2013	3/18/2013	50	43	7
Barack Obama	3/17/2013	3/19/2013	48	44	8
Barack Obama	3/18/2013	3/20/2013	46	45	9
Barack Obama	3/19/2013	3/21/2013	47	46	7
Barack Obama	3/20/2013	3/22/2013	47	45	8
Barack Obama	3/21/2013	3/23/2013	48	45	7
Barack Obama	3/22/2013	3/24/2013	47	46	7
Barack Obama	3/23/2013	3/25/2013	48	45	7
Barack Obama	3/24/2013	3/26/2013	49	43	8
Barack Obama	3/25/2013	3/27/2013	49	43	8
Barack Obama	3/26/2013	3/28/2013	48	46	6
Barack Obama	3/27/2013	3/29/2013	46	47	7
Barack Obama	3/28/2013	3/30/2013	48	47	5
Barack Obama	3/29/2013	4/1/2013	47	47	6
Barack Obama	3/30/2013	4/2/2013	48	46	6
Barack Obama	4/1/2013	4/3/2013	47	48	5
Barack Obama	4/2/2013	4/4/2013	48	47	5
Barack Obama	4/3/2013	4/5/2013	48	46	6
Barack Obama	4/4/2013	4/6/2013	49	44	7
Barack Obama	4/5/2013	4/7/2013	48	44	8
Barack Obama	4/6/2013	4/8/2013	49	42	9
Barack Obama	4/7/2013	4/9/2013	49	43	8
Barack Obama	4/8/2013	4/10/2013	49	44	7
Barack Obama	4/9/2013	4/11/2013	50	45	5
Barack Obama	4/10/2013	4/12/2013	48	47	5
Barack Obama	4/11/2013	4/13/2013	48	46	6
Barack Obama	4/12/2013	4/14/2013	48	46	6
Barack Obama	4/13/2013	4/15/2013	50	43	7
Barack Obama	4/14/2013	4/16/2013	49	43	8
Barack Obama	4/15/2013	4/17/2013	49	43	8
Barack Obama	4/16/2013	4/18/2013	51	43	6
Barack Obama	4/17/2013	4/19/2013	51	42	7
Barack Obama	4/18/2013	4/20/2013	53	41	6
Barack Obama	4/19/2013	4/21/2013	50	43	7
Barack Obama	4/20/2013	4/22/2013	51	43	6
Barack Obama	4/21/2013	4/23/2013	48	45	7
Barack Obama	4/22/2013	4/24/2013	51	42	7
Barack Obama	4/23/2013	4/25/2013	50	43	7
Barack Obama	4/24/2013	4/26/2013	52	40	8
Barack Obama	4/25/2013	4/27/2013	50	42	8
Barack Obama	4/26/2013	4/28/2013	50	43	7
Barack Obama	4/27/2013	4/29/2013	49	44	7
Barack Obama	4/28/2013	4/30/2013	50	44	6
Barack Obama	4/29/2013	5/1/2013	50	43	7
Barack Obama	4/30/2013	5/2/2013	51	42	7
Barack Obama	5/1/2013	5/3/2013	51	43	6
Barack Obama	5/2/2013	5/4/2013	50	44	6
Barack Obama	5/3/2013	5/5/2013	50	45	5
Barack Obama	5/4/2013	5/6/2013	49	45	6
Barack Obama	5/5/2013	5/7/2013	51	45	4
Barack Obama	5/6/2013	5/8/2013	49	45	6
Barack Obama	5/7/2013	5/9/2013	50	43	7
Barack Obama	5/8/2013	5/10/2013	49	43	8
Barack Obama	5/9/2013	5/11/2013	49	44	7
Barack Obama	5/10/2013	5/12/2013	48	45	7
Barack Obama	5/11/2013	5/13/2013	49	45	6
Barack Obama	5/12/2013	5/14/2013	47	47	6
Barack Obama	5/13/2013	5/15/2013	48	46	6
Barack Obama	5/14/2013	5/16/2013	49	45	6
Barack Obama	5/15/2013	5/17/2013	51	42	7
Barack Obama	5/16/2013	5/18/2013	50	43	7
Barack Obama	5/17/2013	5/19/2013	49	44	7
Barack Obama	5/18/2013	5/20/2013	49	44	7
Barack Obama	5/19/2013	5/21/2013	50	44	6
Barack Obama	5/20/2013	5/22/2013	50	44	6
Barack Obama	5/21/2013	5/23/2013	49	43	8
Barack Obama	5/22/2013	5/24/2013	47	44	9
Barack Obama	5/23/2013	5/25/2013	47	45	8
Barack Obama	5/24/2013	5/26/2013	48	44	8
Barack Obama	5/25/2013	5/27/2013	48	45	7
Barack Obama	5/26/2013	5/28/2013	50	43	7
Barack Obama	5/27/2013	5/29/2013	49	44	7
Barack Obama	5/28/2013	5/30/2013	50	44	6
Barack Obama	5/29/2013	5/31/2013	48	44	8
Barack Obama	5/30/2013	6/1/2013	47	45	8
Barack Obama	5/31/2013	6/2/2013	47	44	9
Barack Obama	6/1/2013	6/3/2013	48	44	8
Barack Obama	6/2/2013	6/4/2013	47	45	8
Barack Obama	6/3/2013	6/5/2013	48	45	7
Barack Obama	6/4/2013	6/6/2013	47	46	7
Barack Obama	6/5/2013	6/7/2013	49	44	7
Barack Obama	6/6/2013	6/8/2013	48	44	8
Barack Obama	6/7/2013	6/9/2013	48	43	9
Barack Obama	6/8/2013	6/10/2013	47	44	9
Barack Obama	6/9/2013	6/11/2013	45	47	8
Barack Obama	6/10/2013	6/12/2013	46	47	7
Barack Obama	6/11/2013	6/13/2013	46	47	7
Barack Obama	6/12/2013	6/14/2013	48	44	8
Barack Obama	6/13/2013	6/15/2013	47	45	8
Barack Obama	6/14/2013	6/16/2013	47	44	9
Barack Obama	6/15/2013	6/17/2013	47	44	9
Barack Obama	6/16/2013	6/18/2013	47	44	9
Barack Obama	6/17/2013	6/19/2013	47	45	8
Barack Obama	6/18/2013	6/20/2013	47	45	8
Barack Obama	6/19/2013	6/21/2013	46	45	9
Barack Obama	6/20/2013	6/22/2013	46	46	8
Barack Obama	6/21/2013	6/23/2013	45	49	6
Barack Obama	6/22/2013	6/24/2013	45	47	8
Barack Obama	6/23/2013	6/25/2013	46	46	8
Barack Obama	6/24/2013	6/26/2013	50	43	7
Barack Obama	6/25/2013	6/27/2013	50	43	7
Barack Obama	6/26/2013	6/28/2013	48	45	7
Barack Obama	6/27/2013	6/29/2013	45	47	8
Barack Obama	6/28/2013	6/30/2013	45	48	7
Barack Obama	6/29/2013	7/1/2013	45	47	8
Barack Obama	6/30/2013	7/2/2013	46	46	8
Barack Obama	7/1/2013	7/3/2013	46	44	10
Barack Obama	7/2/2013	7/5/2013	46	45	9
Barack Obama	7/3/2013	7/6/2013	45	47	8
Barack Obama	7/5/2013	7/7/2013	46	48	6
Barack Obama	7/6/2013	7/8/2013	47	47	6
Barack Obama	7/7/2013	7/9/2013	47	47	6
Barack Obama	7/8/2013	7/10/2013	45	48	7
Barack Obama	7/9/2013	7/11/2013	46	47	7
Barack Obama	7/10/2013	7/12/2013	46	45	9
Barack Obama	7/11/2013	7/13/2013	46	46	8
Barack Obama	7/12/2013	7/14/2013	45	47	8
Barack Obama	7/13/2013	7/15/2013	45	48	7
Barack Obama	7/14/2013	7/16/2013	46	48	8
Barack Obama	7/15/2013	7/18/2013	47	47	6
Barack Obama	7/16/2013	7/19/2013	48	46	6
Barack Obama	7/18/2013	7/20/2013	48	44	8
Barack Obama	7/19/2013	7/21/2013	48	44	8
Barack Obama	7/20/2013	7/22/2013	46	45	9
Barack Obama	7/21/2013	7/23/2013	46	46	8
Barack Obama	7/22/2013	7/24/2013	45	47	8
Barack Obama	7/23/2013	7/25/2013	47	46	7
Barack Obama	7/24/2013	7/26/2013	46	47	7
Barack Obama	7/25/2013	7/27/2013	46	47	7
Barack Obama	7/26/2013	7/28/2013	45	47	8
Barack Obama	7/27/2013	7/29/2013	46	46	8
Barack Obama	7/28/2013	7/30/2013	46	47	7
Barack Obama	7/29/2013	7/31/2013	45	48	7
Barack Obama	7/30/2013	8/1/2013	44	49	7
Barack Obama	7/31/2013	8/2/2013	45	48	7
Barack Obama	8/1/2013	8/3/2013	44	48	8
Barack Obama	8/2/2013	8/4/2013	44	48	8
Barack Obama	8/3/2013	8/5/2013	44	47	9
Barack Obama	8/4/2013	8/6/2013	46	45	9
Barack Obama	8/5/2013	8/7/2013	45	46	9
Barack Obama	8/6/2013	8/8/2013	44	46	10
Barack Obama	8/7/2013	8/9/2013	41	50	9
Barack Obama	8/8/2013	8/10/2013	42	50	8
Barack Obama	8/9/2013	8/11/2013	44	49	7
Barack Obama	8/10/2013	8/12/2013	46	47	7
Barack Obama	8/11/2013	8/13/2013	46	47	7
Barack Obama	8/12/2013	8/14/2013	46	47	7
Barack Obama	8/13/2013	8/15/2013	45	47	8
Barack Obama	8/14/2013	8/16/2013	46	45	9
Barack Obama	8/15/2013	8/17/2013	46	45	9
Barack Obama	8/16/2013	8/18/2013	48	43	9
Barack Obama	8/17/2013	8/19/2013	47	45	8
Barack Obama	8/18/2013	8/20/2013	46	46	8
Barack Obama	8/19/2013	8/21/2013	47	46	7
Barack Obama	8/20/2013	8/22/2013	48	44	8
Barack Obama	8/21/2013	8/23/2013	49	43	8
Barack Obama	8/22/2013	8/24/2013	47	46	7
Barack Obama	8/23/2013	8/25/2013	45	47	8
Barack Obama	8/24/2013	8/26/2013	42	49	9
Barack Obama	8/25/2013	8/27/2013	44	48	8
Barack Obama	8/26/2013	8/28/2013	45	47	8
Barack Obama	8/27/2013	8/29/2013	46	47	7
Barack Obama	8/28/2013	8/30/2013	45	47	8
Barack Obama	8/29/2013	8/31/2013	45	48	7
Barack Obama	8/30/2013	9/1/2013	43	48	9
Barack Obama	8/31/2013	9/2/2013	44	47	9
Barack Obama	9/1/2013	9/3/2013	43	49	8
Barack Obama	9/2/2013	9/4/2013	45	48	7
Barack Obama	9/3/2013	9/5/2013	43	49	8
Barack Obama	9/4/2013	9/6/2013	43	48	9
Barack Obama	9/5/2013	9/7/2013	42	48	10
Barack Obama	9/6/2013	9/8/2013	43	48	9
Barack Obama	9/7/2013	9/9/2013	43	48	9
Barack Obama	9/8/2013	9/10/2013	45	47	8
Barack Obama	9/9/2013	9/11/2013	44	47	9
Barack Obama	9/10/2013	9/12/2013	45	47	8
Barack Obama	9/11/2013	9/13/2013	44	46	10
Barack Obama	9/12/2013	9/14/2013	44	46	10
Barack Obama	9/13/2013	9/15/2013	45	45	10
Barack Obama	9/14/2013	9/16/2013	45	46	9
Barack Obama	9/15/2013	9/17/2013	45	47	8
Barack Obama	9/16/2013	9/18/2013	45	47	8
Barack Obama	9/17/2013	9/19/2013	44	47	9
Barack Obama	9/18/2013	9/20/2013	45	45	10
Barack Obama	9/19/2013	9/21/2013	47	45	8
Barack Obama	9/20/2013	9/22/2013	45	47	8
Barack Obama	9/21/2013	9/23/2013	46	47	7
Barack Obama	9/22/2013	9/24/2013	46	47	7
Barack Obama	9/23/2013	9/25/2013	47	46	7
Barack Obama	9/24/2013	9/26/2013	44	49	7
Barack Obama	9/25/2013	9/27/2013	43	50	7
Barack Obama	9/26/2013	9/28/2013	43	50	7
Barack Obama	9/27/2013	9/29/2013	44	48	8
Barack Obama	9/28/2013	9/30/2013	45	48	7
Barack Obama	9/29/2013	10/1/2013	45	48	7
Barack Obama	9/30/2013	10/2/2013	44	50	6
Barack Obama	10/1/2013	10/3/2013	41	52	7
Barack Obama	10/2/2013	10/4/2013	41	52	7
Barack Obama	10/3/2013	10/5/2013	43	49	8
Barack Obama	10/4/2013	10/6/2013	45	49	6
Barack Obama	10/5/2013	10/7/2013	46	48	6
Barack Obama	10/6/2013	10/8/2013	44	51	5
Barack Obama	10/7/2013	10/9/2013	43	50	7
Barack Obama	10/8/2013	10/10/2013	43	51	6
Barack Obama	10/8/2013	10/10/2013	43	51	6
Barack Obama	10/9/2013	10/11/2013	42	52	6
Barack Obama	10/10/2013	10/12/2013	41	53	6
Barack Obama	10/11/2013	10/13/2013	41	53	6
Barack Obama	10/12/2013	10/14/2013	42	51	7
Barack Obama	10/13/2013	10/15/2013	43	51	6
Barack Obama	10/14/2013	10/16/2013	42	52	6
Barack Obama	10/15/2013	10/17/2013	43	50	7
Barack Obama	10/16/2013	10/18/2013	42	51	7
Barack Obama	10/17/2013	10/19/2013	44	50	6
Barack Obama	10/18/2013	10/20/2013	43	51	6
Barack Obama	10/19/2013	10/21/2013	44	50	6
Barack Obama	10/20/2013	10/22/2013	43	51	6
Barack Obama	10/21/2013	10/23/2013	43	50	7
Barack Obama	10/22/2013	10/24/2013	42	52	6
Barack Obama	10/23/2013	10/25/2013	42	51	7
Barack Obama	10/24/2013	10/26/2013	44	50	6
Barack Obama	10/25/2013	10/27/2013	44	49	7
Barack Obama	10/26/2013	10/28/2013	44	49	7
Barack Obama	10/27/2013	10/29/2013	42	50	8
Barack Obama	10/28/2013	10/30/2013	41	51	8
Barack Obama	10/29/2013	11/1/2013	41	51	8
Barack Obama	10/30/2013	11/2/2013	40	53	7
Barack Obama	11/1/2013	11/3/2013	40	53	7
Barack Obama	11/2/2013	11/4/2013	39	53	8
Barack Obama	11/3/2013	11/5/2013	40	53	7
Barack Obama	11/4/2013	11/6/2013	42	51	7
Barack Obama	11/5/2013	11/7/2013	43	50	7
Barack Obama	11/6/2013	11/8/2013	42	51	7
Barack Obama	11/7/2013	11/9/2013	41	53	6
Barack Obama	11/8/2013	11/10/2013	40	54	6
Barack Obama	11/9/2013	11/11/2013	40	54	6
Barack Obama	11/10/2013	11/12/2013	42	52	6
Barack Obama	11/11/2013	11/13/2013	42	52	6
Barack Obama	11/12/2013	11/14/2013	42	52	6
Barack Obama	11/13/2013	11/15/2013	40	53	7
Barack Obama	11/14/2013	11/16/2013	41	53	6
Barack Obama	11/15/2013	11/17/2013	41	53	6
Barack Obama	11/16/2013	11/18/2013	41	53	6
Barack Obama	11/17/2013	11/19/2013	40	53	7
Barack Obama	11/18/2013	11/21/2013	39	54	7
Barack Obama	11/19/2013	11/22/2013	40	53	7
Barack Obama	11/21/2013	11/23/2013	39	53	8
Barack Obama	11/22/2013	11/24/2013	41	52	7
Barack Obama	11/23/2013	11/25/2013	42	52	6
Barack Obama	11/24/2013	11/26/2013	44	51	5
Barack Obama	11/25/2013	11/27/2013	42	52	6
Barack Obama	11/26/2013	11/29/2013	42	51	7
Barack Obama	11/27/2013	11/30/2013	42	52	6
Barack Obama	11/29/2013	12/1/2013	41	52	7
Barack Obama	11/30/2013	12/2/2013	40	53	7
Barack Obama	12/1/2013	12/3/2013	41	51	8
Barack Obama	12/2/2013	12/4/2013	42	51	7
Barack Obama	12/3/2013	12/5/2013	43	50	7
Barack Obama	12/4/2013	12/6/2013	42	51	7
Barack Obama	12/6/2013	12/8/2013	41	50	9
Barack Obama	12/7/2013	12/9/2013	40	51	9
Barack Obama	12/8/2013	12/10/2013	41	49	10
Barack Obama	12/9/2013	12/11/2013	42	49	9
Barack Obama	12/10/2013	12/12/2013	42	49	9
Barack Obama	12/11/2013	12/13/2013	41	50	9
Barack Obama	12/12/2013	12/14/2013	41	51	8
Barack Obama	12/13/2013	12/15/2013	41	50	9
Barack Obama	12/14/2013	12/16/2013	41	50	9
Barack Obama	12/15/2013	12/17/2013	42	50	8
Barack Obama	12/16/2013	12/18/2013	41	51	8
Barack Obama	12/17/2013	12/19/2013	40	52	8
Barack Obama	12/18/2013	12/20/2013	40	52	8
Barack Obama	12/19/2013	12/21/2013	40	53	7
Barack Obama	12/20/2013	12/22/2013	40	53	7
Barack Obama	12/21/2013	12/23/2013	39	54	7
Barack Obama	12/22/2013	12/26/2013	40	53	7
Barack Obama	12/23/2013	12/27/2013	42	52	6
Barack Obama	12/26/2013	12/28/2013	44	49	7
Barack Obama	12/27/2013	12/29/2013	44	49	7
Barack Obama	12/28/2013	1/2/2014	42	50	8
Barack Obama	12/29/2013	1/3/2014	40	53	7
Barack Obama	1/2/2014	1/4/2014	40	53	7
Barack Obama	1/3/2014	1/5/2014	41	53	6
Barack Obama	1/4/2014	1/6/2014	41	53	6
Barack Obama	1/5/2014	1/7/2014	41	52	7
Barack Obama	1/6/2014	1/8/2014	41	51	8
Barack Obama	1/7/2014	1/9/2014	42	50	8
Barack Obama	1/8/2014	1/10/2014	42	50	8
Barack Obama	1/9/2014	1/11/2014	43	51	6
Barack Obama	1/10/2014	1/12/2014	42	51	7
Barack Obama	1/11/2014	1/13/2014	40	53	7
Barack Obama	1/12/2014	1/14/2014	40	52	8
Barack Obama	1/13/2014	1/15/2014	39	53	8
Barack Obama	1/14/2014	1/16/2014	39	53	8
Barack Obama	1/15/2014	1/17/2014	39	53	8
Barack Obama	1/16/2014	1/18/2014	40	52	8
Barack Obama	1/17/2014	1/19/2014	40	51	9
Barack Obama	1/18/2014	1/20/2014	41	50	9
Barack Obama	1/19/2014	1/21/2014	42	49	9
Barack Obama	1/20/2014	1/22/2014	42	49	9
Barack Obama	1/21/2014	1/23/2014	43	49	8
Barack Obama	1/22/2014	1/24/2014	43	50	7
Barack Obama	1/23/2014	1/25/2014	42	51	7
Barack Obama	1/24/2014	1/26/2014	41	52	7
Barack Obama	1/25/2014	1/27/2014	41	50	9
Barack Obama	1/26/2014	1/28/2014	41	50	9
Barack Obama	1/27/2014	1/29/2014	42	49	9
Barack Obama	1/28/2014	1/30/2014	43	50	7
Barack Obama	1/29/2014	1/31/2014	42	51	7
Barack Obama	1/30/2014	2/1/2014	41	51	8
Barack Obama	1/31/2014	2/3/2014	40	51	9
Barack Obama	2/1/2014	2/5/2014	41	50	9
Barack Obama	2/3/2014	2/6/2014	40	51	9
Barack Obama	2/5/2014	2/7/2014	39	52	9
Barack Obama	2/6/2014	2/8/2014	41	51	8
Barack Obama	2/7/2014	2/9/2014	42	51	7
Barack Obama	2/8/2014	2/10/2014	42	50	8
Barack Obama	2/9/2014	2/11/2014	40	51	9
Barack Obama	2/10/2014	2/12/2014	39	51	10
Barack Obama	2/11/2014	2/13/2014	40	52	8
Barack Obama	2/12/2014	2/14/2014	40	52	8
Barack Obama	2/13/2014	2/15/2014	41	53	6
Barack Obama	2/14/2014	2/16/2014	41	53	6
Barack Obama	2/15/2014	2/17/2014	42	52	6
Barack Obama	2/16/2014	2/18/2014	44	50	6
Barack Obama	2/17/2014	2/19/2014	46	50	4
Barack Obama	2/18/2014	2/20/2014	45	50	5
Barack Obama	2/19/2014	2/21/2014	44	51	5
Barack Obama	2/20/2014	2/22/2014	44	51	5
Barack Obama	2/21/2014	2/23/2014	44	52	4
Barack Obama	2/22/2014	2/24/2014	44	53	3
Barack Obama	2/23/2014	2/25/2014	43	54	3
Barack Obama	2/24/2014	2/26/2014	42	54	4
Barack Obama	2/25/2014	2/27/2014	42	54	6
Barack Obama	2/26/2014	2/28/2014	40	56	4
Barack Obama	2/27/2014	3/1/2014	40	56	4
Barack Obama	2/28/2014	3/2/2014	42	54	4
Barack Obama	3/1/2014	3/3/2014	43	52	5
Barack Obama	3/2/2014	3/4/2014	42	54	4
Barack Obama	3/3/2014	3/5/2014	41	55	4
Barack Obama	3/4/2014	3/6/2014	42	55	3
Barack Obama	3/5/2014	3/8/2014	45	51	4
Barack Obama	3/7/2014	3/9/2014	45	51	4
Barack Obama	3/8/2014	3/10/2014	45	51	4
Barack Obama	3/9/2014	3/11/2014	43	52	5
Barack Obama	3/10/2014	3/12/2014	41	54	5
Barack Obama	3/11/2014	3/13/2014	40	54	6
Barack Obama	3/12/2014	3/14/2014	39	55	6
Barack Obama	3/13/2014	3/15/2014	40	54	6
Barack Obama	3/14/2014	3/16/2014	40	55	5
Barack Obama	3/15/2014	3/17/2014	41	52	7
Barack Obama	3/16/2014	3/18/2014	45	49	6
Barack Obama	3/17/2014	3/19/2014	45	49	6
Barack Obama	3/18/2014	3/20/2014	43	52	5
Barack Obama	3/19/2014	3/21/2014	40	55	5
Barack Obama	3/20/2014	3/22/2014	43	53	4
Barack Obama	3/21/2014	3/23/2014	44	51	5
Barack Obama	3/22/2014	3/24/2014	45	50	5
Barack Obama	3/23/2014	3/25/2014	42	52	6
Barack Obama	3/24/2014	3/26/2014	42	53	5
Barack Obama	3/25/2014	3/27/2014	40	54	6
Barack Obama	3/26/2014	3/28/2014	43	52	5
Barack Obama	3/27/2014	3/29/2014	43	52	5
Barack Obama	3/28/2014	3/30/2014	45	50	5
Barack Obama	3/29/2014	3/31/2014	44	51	5
Barack Obama	3/30/2014	4/1/2014	44	50	6
Barack Obama	3/31/2014	4/2/2014	45	50	5
Barack Obama	4/1/2014	4/3/2014	45	50	5
Barack Obama	4/2/2014	4/4/2014	43	53	4
Barack Obama	4/3/2014	4/5/2014	42	53	5
Barack Obama	4/4/2014	4/6/2014	44	52	4
Barack Obama	4/5/2014	4/7/2014	44	51	5
Barack Obama	4/6/2014	4/8/2014	44	51	5
Barack Obama	4/7/2014	4/9/2014	42	52	6
Barack Obama	4/8/2014	4/10/2014	42	52	6
Barack Obama	4/9/2014	4/11/2014	43	51	6
Barack Obama	4/10/2014	4/12/2014	43	51	6
Barack Obama	4/11/2014	4/13/2014	44	50	6
Barack Obama	4/12/2014	4/14/2014	43	51	6
Barack Obama	4/13/2014	4/15/2014	42	52	6
Barack Obama	4/14/2014	4/16/2014	42	51	7
Barack Obama	4/15/2014	4/17/2014	43	50	7
Barack Obama	4/16/2014	4/18/2014	45	49	6
Barack Obama	4/17/2014	4/19/2014	45	49	6
Barack Obama	4/18/2014	4/21/2014	46	48	6
Barack Obama	4/19/2014	4/22/2014	45	49	6
Barack Obama	4/21/2014	4/23/2014	45	49	6
Barack Obama	4/22/2014	4/24/2014	44	50	6
Barack Obama	4/23/2014	4/25/2014	44	51	5
Barack Obama	4/24/2014	4/26/2014	45	50	5
Barack Obama	4/25/2014	4/27/2014	43	52	5
Barack Obama	4/26/2014	4/28/2014	44	52	4
Barack Obama	4/27/2014	4/29/2014	43	52	5
Barack Obama	4/28/2014	4/30/2014	46	49	5
Barack Obama	4/29/2014	5/1/2014	45	49	6
Barack Obama	4/30/2014	5/2/2014	43	51	6
Barack Obama	5/1/2014	5/3/2014	42	53	5
Barack Obama	5/2/2014	5/4/2014	44	51	5
Barack Obama	5/3/2014	5/5/2014	43	52	5
Barack Obama	5/4/2014	5/6/2014	45	50	5
Barack Obama	5/5/2014	5/7/2014	44	51	5
Barack Obama	5/6/2014	5/8/2014	47	48	5
Barack Obama	5/7/2014	5/9/2014	45	50	5
Barack Obama	5/8/2014	5/10/2014	45	50	5
Barack Obama	5/9/2014	5/11/2014	44	50	6
Barack Obama	5/10/2014	5/12/2014	46	49	5
Barack Obama	5/11/2014	5/13/2014	45	49	6
Barack Obama	5/12/2014	5/14/2014	44	50	6
Barack Obama	5/13/2014	5/15/2014	44	49	7
Barack Obama	5/14/2014	5/16/2014	46	48	6
Barack Obama	5/15/2014	5/17/2014	44	51	5
Barack Obama	5/16/2014	5/18/2014	43	52	5
Barack Obama	5/17/2014	5/19/2014	42	53	5
Barack Obama	5/18/2014	5/20/2014	42	52	6
Barack Obama	5/19/2014	5/21/2014	45	49	6
Barack Obama	5/20/2014	5/22/2014	44	51	5
Barack Obama	5/21/2014	5/23/2014	44	51	5
Barack Obama	5/22/2014	5/24/2014	42	54	4
Barack Obama	5/23/2014	5/25/2014	44	52	4
Barack Obama	5/24/2014	5/26/2014	44	52	4
Barack Obama	5/25/2014	5/27/2014	45	50	5
Barack Obama	5/26/2014	5/28/2014	45	50	5
Barack Obama	5/27/2014	5/29/2014	45	51	4
Barack Obama	5/28/2014	5/30/2014	44	52	4
